gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Male,0,No,1,Yes,No,No,90.55,Yes
Female,0,No,67,Yes,Yes,Yes,85.25,No
Female,0,No,1,Yes,No,No internet service,19.5,No
Female,0,No,26,Yes,No,No,88.8,Yes
Female,0,Yes,30,Yes,Yes,No internet service,25.1,No
Female,0,No,48,Yes,No,No,100.05,No
Female,0,Yes,55,Yes,No,Yes,55.7,No
Male,0,No,7,Yes,Yes,No,85.2,Yes
Male,0,No,37,Yes,Yes,Yes,91.15,No
Female,0,No,31,Yes,No,No,83.85,No
Male,0,No,4,Yes,No,No,45.9,No
Male,0,Yes,72,Yes,Yes,No internet service,25.1,No
Male,1,No,5,Yes,No,No,91.4,Yes
Male,0,Yes,1,Yes,No,No internet service,19.7,No
Female,1,No,15,Yes,No,No,91.5,No
Male,0,Yes,8,Yes,No,Yes,51.3,No
Female,0,No,35,Yes,No,No internet service,21.1,No
Female,1,No,56,Yes,Yes,No,104.75,No
Male,0,No,42,Yes,Yes,No,106.15,Yes
Male,1,Yes,65,Yes,Yes,Yes,85.75,No
Female,0,Yes,2,Yes,No,No internet service,20.3,No
Male,1,No,65,Yes,Yes,Yes,100.75,No
Female,0,No,18,Yes,Yes,No,74.15,No
Female,0,No,23,Yes,Yes,Yes,78.55,No
Female,0,No,4,Yes,No,No,45.3,Yes
Male,0,No,70,Yes,No,No internet service,19.85,No
Female,0,No,4,Yes,Yes,No,50.7,No
Male,0,No,19,Yes,No,No,45,No
Female,0,No,18,Yes,No,No,77.8,No
Female,1,No,38,Yes,No,Yes,83.45,No
Male,0,No,2,Yes,Yes,No,73.25,Yes
Male,0,No,47,Yes,Yes,Yes,94.8,No
Female,0,Yes,52,Yes,No,No internet service,20.1,No
Male,0,No,9,Yes,Yes,No,59.9,No
Female,0,No,26,Yes,Yes,Yes,90.1,No
Male,0,Yes,8,Yes,No,No,51.05,Yes
Male,0,No,44,Yes,No,No,70.95,No
Female,0,No,3,No,No phone service,No,29.2,No
Male,0,No,2,Yes,No,No,46.6,No
Female,0,Yes,9,Yes,Yes,No,85.35,Yes
Male,1,No,1,Yes,Yes,No,75.35,Yes
Male,0,No,25,Yes,No,Yes,74.3,No
Female,1,No,2,Yes,No,No,69.3,No
Male,0,No,43,Yes,No,Yes,75.2,Yes
Female,0,No,1,Yes,No,No internet service,20.9,Yes
Female,0,No,58,Yes,Yes,No,94.3,No
Female,0,Yes,59,Yes,Yes,Yes,76.45,No
Male,0,No,44,No,No phone service,Yes,54,No
Male,0,No,66,Yes,Yes,No,104.25,No
Male,0,Yes,68,Yes,No,No internet service,19.95,No
Male,0,No,9,No,No phone service,No,24.95,No
Male,0,No,19,Yes,Yes,Yes,84.75,No
Male,0,No,4,Yes,No,No internet service,19.75,No
Female,0,No,70,Yes,Yes,Yes,113.65,No
Male,0,No,1,Yes,No,No,44.9,No
Female,0,No,8,Yes,Yes,No,75.25,No
Male,0,No,53,Yes,Yes,No internet service,24.6,No
Male,1,No,51,Yes,Yes,No internet service,25,No
Male,0,Yes,11,Yes,No,No internet service,20.95,No
Male,0,Yes,60,Yes,Yes,Yes,110.6,No
Male,0,No,17,Yes,No,Yes,55.5,No
Male,0,No,3,Yes,No,No,43.3,Yes
Male,0,No,70,Yes,No,Yes,109.5,Yes
Male,0,No,1,Yes,No,No internet service,19.45,No
Male,1,No,43,Yes,Yes,No,84.85,No
Female,0,No,16,Yes,No,No internet service,19.6,No
Female,0,Yes,57,Yes,No,Yes,53.45,No
Male,0,Yes,37,Yes,No,No internet service,19.8,No
Female,0,No,72,Yes,Yes,Yes,112.1,No
Female,1,No,11,Yes,Yes,No,84.8,Yes
Female,1,No,50,Yes,Yes,No,95.05,Yes
Male,1,No,5,Yes,No,No,50.35,Yes
Male,0,No,1,Yes,Yes,No,74.6,Yes
Male,0,No,16,Yes,No,No internet service,19.7,Yes
Male,1,No,2,Yes,No,No,74.2,No
Female,0,No,17,Yes,Yes,No,69,No
Female,0,No,16,Yes,No,No internet service,19.35,No
Female,0,No,15,Yes,No,No,59.45,Yes
Female,0,No,10,Yes,No,No internet service,19.8,No
Female,0,Yes,46,Yes,No,Yes,105.2,Yes
Male,0,Yes,64,Yes,Yes,No,109.2,No
Female,0,No,1,Yes,Yes,No,79.15,No
Male,0,Yes,25,Yes,No,No,53.65,No
Male,0,Yes,71,Yes,No,Yes,100.2,No
Male,0,No,8,Yes,No,No,45.15,Yes
Female,0,Yes,72,Yes,No,Yes,108.65,No
Female,0,No,49,No,No phone service,Yes,40.65,No
Male,0,Yes,29,No,No phone service,Yes,55.35,No
Male,0,No,72,Yes,Yes,Yes,105.6,No
Male,0,No,31,Yes,Yes,No,93.8,Yes
Female,0,No,50,Yes,Yes,No,95.7,No
Male,0,No,71,Yes,Yes,Yes,83.2,No
Male,1,No,70,Yes,Yes,Yes,90.05,No
Male,0,No,71,Yes,Yes,Yes,97.65,No
Male,0,Yes,61,Yes,No,Yes,68.05,No
Male,0,No,32,Yes,No,No,96.2,Yes
Female,0,Yes,1,Yes,No,No,79.6,Yes
Male,0,No,68,Yes,Yes,Yes,102.1,No
Male,0,No,62,Yes,Yes,No internet service,23.4,No
Female,0,Yes,7,Yes,No,No,71.05,No
Male,0,No,20,Yes,Yes,No,85.25,Yes
Male,0,Yes,6,Yes,No,No internet service,19.45,No
Female,1,No,33,No,No phone service,Yes,59.45,No
Male,0,Yes,28,Yes,Yes,No,92.2,No
Male,0,No,27,Yes,No,No internet service,19.85,No
Male,0,No,7,Yes,No,No,43.9,No
Male,0,No,26,Yes,Yes,No,80.5,Yes
Male,1,No,5,Yes,Yes,No,89.8,Yes
Male,1,No,30,Yes,Yes,Yes,90.5,No
Male,0,No,63,Yes,Yes,No,90.45,No
Male,0,No,1,Yes,No,No,50.75,Yes
Female,0,Yes,53,Yes,Yes,No,84.6,No
Female,0,Yes,14,Yes,No,No,89.65,Yes
Female,0,No,21,Yes,No,No,99.15,No
Male,0,No,17,Yes,No,No internet service,19.95,No
Male,0,Yes,16,Yes,No,No internet service,20.5,No
Female,0,No,35,Yes,No,No,62.1,No
Female,1,No,32,Yes,No,No,79.5,No
Female,0,Yes,28,Yes,No,No internet service,19.55,No
Female,0,No,1,Yes,No,No internet service,20.35,No
Male,0,No,59,No,No phone service,No,51.7,No
Female,0,Yes,72,Yes,Yes,No internet service,23.3,No
Male,0,No,36,Yes,No,No,65.4,Yes
Female,0,No,40,Yes,No,Yes,65.1,No
Male,0,Yes,40,Yes,Yes,No,81.2,No
Female,0,Yes,9,Yes,No,No,72.9,Yes
Male,0,Yes,63,Yes,No,Yes,74.5,No
Female,0,No,3,Yes,No,No,80.5,No
Male,0,Yes,40,No,No phone service,No,60.3,No
Male,0,No,8,Yes,No,Yes,75,No
Male,1,No,34,Yes,No,Yes,90.15,No
Male,0,No,5,No,No phone service,Yes,40,Yes
Male,1,No,9,Yes,Yes,No,99.45,Yes
Male,0,No,9,Yes,Yes,No,69.05,No
Male,0,Yes,31,Yes,Yes,No,59.7,No
Female,0,No,50,Yes,No,No internet service,19.85,No
Female,0,No,2,Yes,No,Yes,86.25,Yes
Female,0,No,1,Yes,No,No,45.65,Yes
Male,0,No,8,Yes,No,No,70.1,Yes
Female,0,No,9,No,No phone service,No,40.75,No
Female,1,No,2,Yes,No,No,70.2,Yes
Female,0,No,3,Yes,No,Yes,55.35,Yes
Male,0,No,25,Yes,No,No,95.7,No
Male,1,No,1,Yes,No,No,46.3,No
Female,0,Yes,45,Yes,Yes,Yes,81.3,No
Male,1,Yes,51,Yes,Yes,No,84.2,Yes
Female,0,Yes,55,Yes,No,No internet service,20,No
Female,0,No,38,Yes,Yes,Yes,66.15,No
Male,0,No,2,Yes,No,No,45.85,Yes
Male,0,Yes,38,Yes,No,No internet service,19.6,No
Male,0,No,34,Yes,No,No,49.8,No
Female,0,No,70,Yes,Yes,No,101.75,No
Female,0,No,13,Yes,No,Yes,55.15,No
Male,0,No,39,Yes,Yes,No,75.25,Yes
Female,0,No,61,Yes,Yes,No,103.95,No
Female,0,No,12,Yes,Yes,No,100.15,Yes
Male,0,No,41,Yes,No,No,99.65,No
Male,0,No,21,Yes,Yes,No,73.7,No
Male,1,No,55,No,No phone service,No,50.05,No
Male,0,No,69,No,No phone service,Yes,60.25,No
Male,1,Yes,26,Yes,Yes,No,105.75,Yes
Female,1,No,69,Yes,No,Yes,87.3,No
Female,1,No,18,No,No phone service,No,48.35,Yes
Male,0,Yes,47,Yes,Yes,No,54.25,No
Female,0,Yes,72,Yes,No,Yes,85.3,No
Male,1,No,33,No,No phone service,No,50,No
Female,0,Yes,2,No,No phone service,No,24.4,Yes
Female,0,Yes,72,Yes,Yes,Yes,90.95,No
Male,1,No,37,Yes,No,No,72.25,No
Female,1,Yes,62,Yes,Yes,No,96.1,No
Female,0,No,71,Yes,No,No internet service,19.85,No
Male,0,Yes,23,Yes,No,No,55.3,No
Female,0,No,16,Yes,No,No internet service,20.1,No
Male,0,No,9,Yes,No,Yes,69.5,No
Male,0,Yes,17,Yes,Yes,No internet service,25.15,No
Female,0,No,4,Yes,No,No internet service,20.95,Yes
Female,1,No,1,Yes,No,Yes,49.55,Yes
Female,0,No,24,Yes,Yes,No,79.65,No
Female,1,No,1,Yes,No,No,71.25,No
Male,1,No,72,Yes,Yes,Yes,113.8,No
Female,0,No,72,Yes,Yes,No internet service,24.55,No
Female,0,Yes,11,Yes,No,No internet service,19.7,No
Male,0,No,9,Yes,No,No internet service,20.25,Yes
Female,1,No,2,Yes,No,No,50.15,Yes
Female,1,No,60,Yes,Yes,No,100.5,No
Male,1,No,29,Yes,Yes,No,95.9,Yes
Female,0,No,49,Yes,No,No,74.45,No
Female,1,No,30,Yes,Yes,No,104.1,No
Female,0,No,53,Yes,No,No internet service,19.05,No
Male,0,Yes,39,Yes,Yes,No internet service,25,No
Female,0,No,9,Yes,No,No internet service,19.05,No
Male,0,No,39,Yes,No,No,81.9,No
Male,1,No,8,Yes,No,No,69.7,No
Female,0,Yes,51,Yes,Yes,No,90.15,No
Male,0,Yes,71,Yes,Yes,No internet service,25.35,No
Male,1,No,71,Yes,Yes,No internet service,24.65,No
Female,1,No,70,Yes,No,No internet service,19.55,No
Female,1,No,1,No,No phone service,No,25.25,Yes
Male,0,No,38,No,No phone service,Yes,60,No
Female,0,No,28,Yes,No,No,89.9,No
Female,0,No,32,Yes,No,No internet service,19.4,No
Male,1,No,49,Yes,No,No,49.8,No
Female,0,Yes,37,Yes,Yes,No internet service,24.1,No
Female,0,No,10,Yes,No,No,54.25,No
Male,0,No,67,Yes,Yes,Yes,109.9,No
Male,0,No,7,No,No phone service,No,35.5,No
Female,0,No,51,Yes,No,No,87.55,No
Female,0,No,9,Yes,No,No,45.15,Yes
Female,0,No,9,Yes,No,No,88.4,No
Male,0,No,4,Yes,No,No,50.8,No
Male,0,No,71,Yes,Yes,Yes,99,No
Female,0,Yes,50,Yes,Yes,No,84.4,Yes
Female,1,Yes,24,Yes,No,No,96.55,No
Male,0,No,22,Yes,No,Yes,59.75,No
Male,0,No,44,Yes,Yes,Yes,111.5,No
Female,0,Yes,33,Yes,Yes,No internet service,24.25,No
Female,0,No,1,Yes,Yes,No,75.1,Yes
Female,0,No,54,Yes,Yes,No,70.15,Yes
Male,0,No,42,Yes,Yes,No,101.75,Yes
Female,0,No,1,Yes,No,No,45.8,Yes
Female,0,No,1,Yes,No,No internet service,20.5,No
Male,0,No,30,Yes,No,Yes,70.4,No
Female,0,No,1,No,No phone service,No,30.55,No
Male,0,Yes,16,Yes,Yes,Yes,84.9,No
Male,0,No,1,Yes,No,No internet service,20.1,Yes
Male,0,No,9,No,No phone service,No,40.65,Yes
Male,1,No,46,Yes,Yes,No,101,Yes
Male,0,No,1,Yes,No,No,69.1,Yes
Male,0,No,71,Yes,No,Yes,54.5,No
Male,0,No,43,Yes,Yes,No,75.35,No
Male,0,No,50,No,No phone service,Yes,44.45,No
Female,0,No,13,Yes,Yes,No,75,Yes
Male,0,Yes,19,Yes,No,No,100,Yes
Female,0,No,41,Yes,Yes,No,98.05,No
Female,1,No,1,Yes,No,No,71.15,Yes
Female,0,No,24,No,No phone service,No,54.15,Yes
Female,0,No,40,Yes,Yes,No,63.9,No
Female,0,Yes,3,Yes,Yes,No,69.15,No
Female,0,No,37,Yes,Yes,Yes,64.65,No
Female,0,Yes,67,Yes,Yes,Yes,108.75,Yes
Female,0,Yes,32,Yes,Yes,No,98.85,No
Female,0,No,6,Yes,No,No,49.15,Yes
Female,0,Yes,32,Yes,Yes,Yes,89.6,No
Female,0,No,59,Yes,Yes,No,83.25,No
Female,0,No,30,Yes,No,No,70.25,No
Male,0,Yes,20,Yes,No,No internet service,19.4,Yes
Female,0,Yes,27,Yes,Yes,No internet service,24.5,No
Female,1,No,20,Yes,Yes,Yes,79.15,Yes
Male,0,Yes,9,Yes,No,No internet service,20.1,No
Female,0,Yes,68,Yes,Yes,Yes,73,No
Female,0,Yes,69,Yes,Yes,Yes,61.4,No
Male,0,No,26,Yes,Yes,No,84.3,No
Male,0,Yes,69,Yes,No,No internet service,19.9,No
Male,0,No,11,Yes,No,No internet service,20.4,No
Male,0,No,1,Yes,Yes,No,50.75,No
Male,0,Yes,10,Yes,No,No internet service,20.45,No
Female,0,Yes,55,Yes,Yes,Yes,75.75,No
Male,0,No,44,Yes,No,Yes,65.4,No
Male,1,No,46,Yes,No,No,80.4,Yes
Male,0,Yes,69,Yes,No,Yes,59.75,No
Male,1,No,11,Yes,No,No,78.5,No
Female,0,No,11,Yes,Yes,No,102,Yes
Male,0,No,29,Yes,No,No,48.95,No
Female,0,No,57,Yes,Yes,Yes,99.65,No
Male,0,No,28,Yes,No,No internet service,18.25,No
Female,0,No,42,Yes,No,Yes,54.55,No
Female,0,No,2,Yes,No,No internet service,20.65,Yes
Male,0,Yes,23,No,No phone service,Yes,40.65,No
Female,0,Yes,18,Yes,No,No internet service,20.45,No
Male,0,Yes,62,Yes,Yes,No internet service,24.8,No
Female,0,No,1,Yes,No,No,70.8,Yes
Male,0,No,16,Yes,Yes,No,89.05,Yes
Female,0,No,3,Yes,Yes,No,96.6,Yes
Male,0,No,67,Yes,Yes,Yes,88.8,No
Male,0,No,62,Yes,No,No internet service,20.05,No
Female,0,No,57,Yes,Yes,No,104.5,Yes
Male,0,No,2,Yes,No,No,69.8,No
Female,0,Yes,23,Yes,Yes,Yes,77.15,No
Female,0,Yes,25,No,No phone service,Yes,35.05,No
Female,1,No,72,Yes,Yes,No,108.1,No
Female,0,No,2,Yes,Yes,No,84.05,No
Female,0,No,8,Yes,No,No internet service,20.2,No
Female,0,No,5,Yes,Yes,No,50.6,Yes
Male,0,No,35,No,No phone service,No,49.2,No
Male,0,No,24,Yes,Yes,No internet service,24.6,No
Female,0,Yes,2,Yes,No,No,71.65,No
Male,0,Yes,72,Yes,Yes,Yes,104.9,No
Female,0,No,41,Yes,Yes,Yes,106.5,No
Male,0,Yes,4,Yes,No,Yes,49.35,Yes
Male,0,No,26,Yes,No,No,75.5,No
Male,0,No,7,Yes,No,No,94.25,Yes
Female,0,No,1,Yes,No,No,68.95,Yes
Female,0,Yes,4,Yes,Yes,No,58.5,No
Male,0,No,48,Yes,No,No,78.9,No
Male,1,No,2,Yes,Yes,No,93.85,Yes
Female,1,No,12,Yes,No,Yes,79.2,No
Male,0,No,60,Yes,Yes,Yes,109.45,No
Male,0,No,55,Yes,No,Yes,59.2,No
Male,0,No,1,No,No phone service,No,29.15,No
Male,0,No,1,Yes,No,No internet service,20.05,No
Male,0,No,4,Yes,Yes,No,76.05,Yes
Male,0,No,1,No,No phone service,No,24.45,Yes
Female,0,No,42,Yes,No,No,66.5,No
Female,0,No,1,Yes,No,Yes,49.55,No
Male,0,No,7,Yes,Yes,No,89.35,Yes
Male,0,No,3,Yes,No,No,73.6,No
Female,0,No,72,Yes,Yes,Yes,82.65,No
Male,0,No,15,Yes,Yes,No,49,No
Male,0,No,4,Yes,No,No,80.35,Yes
Female,0,No,11,Yes,Yes,No internet service,25.2,No
Female,0,No,5,Yes,Yes,No internet service,25.45,No
Female,1,No,1,Yes,No,Yes,55.8,Yes
Male,0,No,72,Yes,Yes,Yes,110.9,No
Female,0,No,55,Yes,Yes,No,77.75,No
Female,0,Yes,40,Yes,Yes,No internet service,26.2,No
Female,0,No,57,Yes,No,No internet service,19.9,No
Male,0,No,1,Yes,No,No,79.05,Yes
Male,0,No,1,Yes,No,Yes,95,Yes
Female,0,No,1,No,No phone service,No,25.2,Yes
Male,1,Yes,52,Yes,Yes,No,80.85,No
Male,1,No,41,Yes,Yes,No,98.4,Yes
Male,0,No,43,Yes,No,No,56.35,No
Female,0,Yes,47,Yes,No,No internet service,19.3,No
Male,0,No,3,Yes,Yes,No,50.4,No
Male,1,Yes,66,Yes,Yes,Yes,79.4,Yes
Male,0,Yes,55,Yes,No,No,55.25,No
Male,0,No,29,Yes,No,No internet service,19.1,No
Female,0,Yes,12,Yes,Yes,No,84.05,No
Female,0,No,66,Yes,Yes,No,105.2,No
Male,1,No,35,Yes,Yes,No,101.4,Yes
Male,1,No,10,Yes,Yes,No,89.8,Yes
Male,0,Yes,27,Yes,Yes,No,75.75,No
Female,0,No,58,Yes,No,No,95.3,No
Male,0,No,54,Yes,No,Yes,109.75,Yes
Male,0,No,9,Yes,No,No internet service,19.85,No
Male,0,No,2,Yes,No,No internet service,19.3,Yes
Male,0,No,6,Yes,No,No,69.1,No
Female,1,No,26,Yes,No,No,91.25,Yes
Female,0,No,9,Yes,No,No internet service,20.25,No
Male,0,No,8,Yes,No,No,54.75,No
Male,0,No,12,Yes,No,No,81.45,No
Female,0,No,15,Yes,Yes,No,49.1,Yes
Male,0,No,43,Yes,Yes,Yes,80.2,No
Male,0,No,42,Yes,Yes,No,100.3,No
Female,0,No,31,Yes,Yes,Yes,65.25,Yes
Female,0,Yes,66,Yes,Yes,Yes,90.95,No
Female,1,No,18,Yes,Yes,No,85.45,Yes
Male,0,No,1,Yes,No,No internet service,20,No
Male,0,No,61,Yes,Yes,No,94.1,Yes
Male,0,No,10,Yes,Yes,No,79.85,No
Male,1,No,1,Yes,No,No,71.65,Yes
Female,1,No,18,Yes,No,No,73.55,No
Male,0,No,24,Yes,Yes,No,104.65,Yes
Female,0,Yes,3,Yes,No,No internet service,19.3,No
Male,0,No,50,Yes,No,No internet service,20.15,No
Male,0,Yes,1,Yes,No,No,44.55,No
Male,0,No,2,Yes,No,Yes,54.45,No
Male,0,No,17,Yes,No,No internet service,19.65,No
Male,0,Yes,69,Yes,Yes,No,105,No
Male,0,No,72,Yes,Yes,Yes,88.7,No
Female,0,No,3,Yes,Yes,No,74.25,Yes
Male,1,Yes,50,Yes,Yes,Yes,75.15,No
Female,0,No,53,Yes,No,No internet service,20.25,No
Female,0,No,58,Yes,Yes,Yes,109.1,No
Male,0,No,46,No,No phone service,Yes,30.75,No
Male,1,No,72,Yes,Yes,Yes,112.9,No
Female,1,No,1,Yes,Yes,No,74.2,Yes
Female,0,Yes,6,Yes,Yes,No,94.05,No
Male,0,No,72,Yes,Yes,Yes,78.85,No
Male,0,No,4,Yes,No,No,55.3,No
Female,0,Yes,52,Yes,No,No internet service,19.35,No
Male,0,Yes,0,Yes,Yes,No internet service,25.35,No
Female,0,No,2,Yes,No,No internet service,20.45,No
Female,0,No,65,Yes,No,No internet service,19.35,No
Male,1,No,43,Yes,Yes,No,101,Yes
Male,0,No,4,Yes,Yes,No,100.2,Yes
Male,1,No,25,Yes,Yes,Yes,89.05,Yes
Female,0,No,51,Yes,Yes,No,78.65,No
Male,0,No,12,Yes,Yes,No,74.75,No
Female,0,Yes,57,Yes,No,Yes,70.1,Yes
Female,0,Yes,24,Yes,No,No internet service,19.9,No
Female,0,No,64,Yes,Yes,No,58.35,No
Female,0,No,4,Yes,No,No,105.65,Yes
Female,0,No,26,Yes,Yes,No,100.5,No
Female,0,Yes,15,Yes,No,No internet service,20.05,No
Male,1,No,64,Yes,Yes,No internet service,25.65,No
Male,1,No,36,Yes,Yes,No,96.5,Yes
Female,0,No,27,Yes,Yes,No,95,No
Male,1,No,1,Yes,No,No,70.85,Yes
Female,0,No,35,Yes,Yes,Yes,85.95,Yes
Male,0,No,4,Yes,No,No,73.9,Yes
Female,0,Yes,8,Yes,No,No,45.45,No
Male,0,No,10,Yes,No,No internet service,20,No
Female,0,No,2,Yes,No,No,49.2,No
Female,0,No,58,Yes,Yes,Yes,109.45,Yes
Male,0,No,51,Yes,No,Yes,83.25,No
Female,0,Yes,46,Yes,No,No internet service,19.25,No
Male,0,No,1,Yes,No,No internet service,19.65,No
Male,0,No,46,Yes,Yes,No,72.8,No
Female,0,No,50,Yes,Yes,Yes,109.65,No
Male,0,Yes,53,Yes,No,No,65,No
Male,0,No,61,Yes,Yes,No,114.1,No
Male,0,No,5,Yes,No,No internet service,20.65,No
Male,0,No,47,Yes,No,Yes,86.95,No
Female,0,No,54,Yes,Yes,No,94.75,No
Male,0,Yes,19,No,No phone service,No,25.35,No
Female,0,Yes,26,Yes,No,No,105.45,No
Male,0,Yes,70,Yes,Yes,No internet service,25.4,No
Male,0,No,17,Yes,Yes,No,102.55,No
Female,0,No,30,Yes,Yes,No,100.2,Yes
Female,0,Yes,1,Yes,Yes,No internet service,24,No
Female,0,Yes,19,Yes,Yes,No internet service,25.6,No
Female,0,No,26,Yes,No,No,73.5,No
Female,0,Yes,21,Yes,No,No,74.05,Yes
Male,0,No,50,Yes,Yes,No,98.25,No
Female,0,No,68,No,No phone service,Yes,54.4,No
Male,0,No,3,Yes,Yes,No,101.55,Yes
Male,0,Yes,9,Yes,No,No,103.1,No
Female,0,Yes,51,No,No phone service,Yes,34.2,No
Female,0,No,9,Yes,No,No,43.75,No
Male,1,Yes,41,Yes,Yes,No,111.95,Yes
Male,0,No,22,Yes,Yes,No,100.65,No
Female,0,Yes,21,No,No phone service,Yes,55.95,Yes
Male,0,Yes,71,Yes,Yes,Yes,116.05,No
Male,0,No,1,Yes,No,No,45.75,Yes
Male,0,Yes,26,Yes,Yes,No,82,No
Male,0,No,71,Yes,Yes,Yes,65.15,No
Male,0,No,4,Yes,No,No,44.8,No
Female,0,No,12,Yes,Yes,Yes,79.8,No
Female,0,No,18,Yes,Yes,No,88.85,No
Female,0,No,3,Yes,Yes,No,74.95,No
Female,1,No,72,Yes,Yes,Yes,106.85,No
Male,0,No,11,Yes,No,No,74.95,Yes
Female,0,No,1,Yes,No,No,80.15,Yes
Male,0,No,13,Yes,No,No internet service,19.3,No
Female,0,No,72,Yes,Yes,No,109.25,Yes
Male,0,No,42,Yes,Yes,Yes,56.1,No
Female,0,No,17,Yes,No,No internet service,19.7,No
Female,1,No,7,Yes,No,No,51.3,No
Female,0,No,68,Yes,Yes,Yes,118.6,No
Male,0,Yes,56,Yes,Yes,No internet service,24.15,No
Female,0,Yes,38,Yes,No,No internet service,20.3,No
Female,0,Yes,72,Yes,Yes,Yes,115.5,No
Female,0,No,48,Yes,Yes,No internet service,25.05,No
Female,1,No,52,Yes,Yes,Yes,109.1,No
Female,0,Yes,35,Yes,No,No internet service,19.65,No
Male,0,No,67,Yes,Yes,No,111.3,No
Female,0,No,1,No,No phone service,Yes,29.9,No
Male,0,No,53,Yes,No,No,80.6,No
Male,0,Yes,34,Yes,No,No internet service,20.8,No
Female,0,No,3,No,No phone service,No,35.2,Yes
Female,0,No,1,Yes,No,No,78.8,Yes
Male,0,No,19,Yes,No,No,89.95,No
Female,1,No,60,Yes,Yes,Yes,116.05,No
Male,0,No,11,Yes,No,No internet service,19.55,No
Female,0,No,47,Yes,Yes,No,106.4,Yes
Male,0,No,18,Yes,No,Yes,49.4,Yes
Female,0,Yes,60,Yes,Yes,Yes,115.25,No
Male,0,No,72,Yes,Yes,No internet service,24.8,No
Male,0,No,39,Yes,No,No internet service,19.9,No
Female,0,No,59,Yes,No,Yes,81.25,No
Male,0,Yes,2,Yes,No,No,69.95,No
Male,1,No,1,Yes,No,No,69.1,Yes
Male,0,Yes,20,Yes,No,No,90.2,Yes
Female,0,No,6,Yes,Yes,No,93.55,Yes
Male,0,No,71,Yes,Yes,No,86.4,No
Female,0,No,24,Yes,Yes,Yes,66.3,No
Male,1,No,67,Yes,Yes,No,94.65,No
Male,0,No,1,Yes,No,No,80.85,Yes
Female,0,Yes,48,Yes,Yes,No,82.05,Yes
Female,0,No,37,Yes,Yes,No,72.1,No
Male,0,No,11,No,No phone service,No,34.7,No
Male,0,No,3,Yes,No,No internet service,20.55,Yes
Female,0,No,18,Yes,No,No,95.95,No
Male,0,Yes,50,Yes,No,No,44.8,No
Female,0,Yes,67,Yes,Yes,Yes,109.4,No
Female,0,No,25,Yes,No,Yes,71.05,No
Female,1,No,2,Yes,Yes,No,78.55,Yes
Male,0,No,9,Yes,No,No internet service,19.7,No
Female,0,Yes,10,No,No phone service,Yes,40.25,No
Female,0,No,70,Yes,No,No internet service,19.85,No
Male,0,No,9,Yes,No,Yes,68.25,No
Female,0,No,4,Yes,No,No internet service,20.15,No
Female,0,No,2,Yes,No,Yes,50.95,No
Female,0,Yes,1,Yes,No,No,78.65,Yes
Male,0,No,19,No,No phone service,No,25.15,No
Male,0,Yes,7,Yes,No,No internet service,20.25,No
Male,0,No,1,Yes,No,No,42.9,Yes
Male,1,No,1,Yes,No,No,44,No
Female,0,Yes,9,Yes,No,No internet service,20.25,No
Female,0,No,3,No,No phone service,Yes,34.25,Yes
Female,0,No,9,No,No phone service,Yes,58.5,Yes
Female,0,No,5,Yes,No,Yes,55.8,No
Female,0,Yes,56,Yes,No,No,88.9,No
Female,0,Yes,18,Yes,Yes,Yes,57.65,No
Male,1,No,49,Yes,Yes,No,96.2,Yes
Male,0,No,70,Yes,Yes,Yes,79.15,No
Female,0,No,72,Yes,Yes,No,108.05,No
Female,1,No,6,Yes,No,No,74.4,Yes
Male,1,No,17,Yes,Yes,No,94.8,No
Male,0,No,29,No,No phone service,No,45.9,No
Female,0,No,6,Yes,Yes,No,105.3,Yes
Male,0,No,63,Yes,Yes,No,102.6,No
Male,0,No,16,Yes,Yes,No,73.85,Yes
Male,0,No,59,Yes,No,No,61.35,No
Female,0,No,3,Yes,No,No,57.55,No
Female,0,No,8,No,No phone service,No,29.25,No
Female,1,No,7,Yes,Yes,No,84.55,Yes
Female,0,No,68,Yes,No,No internet service,19.6,No
Female,0,Yes,68,Yes,Yes,Yes,111.75,No
Female,1,No,52,Yes,Yes,No,106.5,No
Male,0,Yes,72,Yes,Yes,Yes,107.7,No
Female,0,No,32,Yes,No,No internet service,19.3,No
Female,0,No,72,Yes,No,No internet service,20.05,No
Male,0,Yes,1,Yes,No,No,69.95,No
Male,0,Yes,42,Yes,No,Yes,63.7,No
Female,0,No,25,Yes,Yes,No internet service,24.75,Yes
Male,0,No,45,Yes,No,Yes,50.9,No
Female,0,Yes,43,No,No phone service,Yes,60.4,No
Male,0,No,37,Yes,Yes,Yes,79.25,No
Female,1,No,20,Yes,Yes,No,85.8,Yes
Female,0,No,4,No,No phone service,No,24.45,Yes
Male,0,No,63,Yes,No,Yes,110.1,No
Male,0,No,3,Yes,No,No,90.7,No
Male,0,Yes,66,Yes,Yes,No internet service,25.3,No
Male,0,No,28,Yes,Yes,No,105.7,Yes
Female,1,No,8,Yes,Yes,No,85.2,No
Male,0,Yes,71,Yes,Yes,No internet service,24.35,No
Male,0,No,1,No,No phone service,No,24.25,Yes
Female,0,Yes,72,Yes,Yes,No internet service,25.1,No
Male,1,No,16,Yes,No,Yes,54.55,No
Male,0,No,66,Yes,Yes,Yes,96.6,No
Female,0,No,11,Yes,Yes,No,76.5,Yes
